Order_ID,Order_Time,City,Restaurant,Order_Value,Delivery_Fee,Discount,Payment_Mode,Delivery_Time_Min,Final_Amount
ORD101226,2023-02-21 02:00:00,Pune,Urban Tadka,318.6,4.56,90.05,Wallet,52,233.11
ORD101227,2023-02-21 03:00:00,Hyderabad,Tandoori Nights,308.3,96.89,319.93,Wallet,56,85.25999999999999
ORD101228,2023-02-21 04:00:00,Bangalore,Biryani House,1274.6,80.18,425.35,UPI,43,929.43
ORD101229,2023-02-21 05:00:00,Chennai,Urban Tadka,963.63,20.86,268.08,Wallet,22,716.4100000000001
ORD101230,2023-02-21 06:00:00,Mumbai,Spice Hub,1858.22,0.56,489.37,UPI,80,1369.4099999999999
ORD101231,2023-02-21 07:00:00,Bangalore,Urban Tadka,1878.84,9.7,240.08,Cash,30,1648.46
ORD101232,2023-02-21 08:00:00,Hyderabad,Spice Hub,882.3,31.38,64.18,Wallet,24,849.5
ORD101233,2023-02-21 09:00:00,Mumbai,Pizza Corner,1381.84,4.31,212.86,Cash,23,1173.29
ORD101234,2023-02-21 10:00:00,Kolkata,Urban Tadka,,40.29,346.77,UPI,27,
ORD101235,2023-02-21 11:00:00,Kolkata,Biryani House,1157.17,0.89,27.39,Cash,53,1130.67
ORD101236,2023-02-21 12:00:00,Bangalore,Tandoori Nights,,58.98,184.53,Wallet,46,
ORD101237,2023-02-21 13:00:00,,Pizza Corner,1676.48,70.71,91.93,UPI,30,1655.26
ORD101238,2023-02-21 14:00:00,Mumbai,Pizza Corner,684.11,60.32,359.71,Card,20,384.7200000000001
ORD101239,2023-02-21 15:00:00,Chennai,Tandoori Nights,1980.06,74.35,234.16,Card,26,1820.2499999999998
ORD101240,2023-02-21 16:00:00,Pune,Urban Tadka,1950.09,62.25,388.27,Cash,33,1624.07
ORD101241,2023-02-21 17:00:00,Hyderabad,Pizza Corner,481.07,23.36,329.85,UPI,41,174.57999999999998
ORD101242,2023-02-21 18:00:00,Delhi,Spice Hub,1451.49,40.22,317.91,Wallet,75,1173.8
ORD101243,2023-02-21 19:00:00,Kolkata,South Express,1777.29,65.88,321.63,Card,79,1521.54
ORD101244,2023-02-21 20:00:00,Bangalore,Spice Hub,1519.8,93.35,471.91,Cash,68,1141.2399999999998
ORD101245,2023-02-21 21:00:00,Bangalore,Biryani House,979.18,68.2,203.0,UPI,39,844.3799999999999
ORD101246,2023-02-21 22:00:00,Kolkata,Spice Hub,351.09,89.88,81.03,Wallet,50,359.93999999999994
ORD101247,2023-02-21 23:00:00,Hyderabad,Pizza Corner,650.58,7.51,87.66,Cash,53,570.4300000000001
ORD101248,2023-02-22 00:00:00,Kolkata,South Express,1842.14,80.32,166.26,UPI,21,1756.2
ORD101249,2023-02-22 01:00:00,Pune,Pizza Corner,1503.31,77.46,216.49,Cash,48,1364.28
ORD101250,2023-02-22 02:00:00,Chennai,Spice Hub,1447.62,49.85,230.42,Wallet,19,1267.0499999999997
ORD101251,2023-02-22 03:00:00,Hyderabad,South Express,1630.14,15.96,81.19,Card,24,1564.91
ORD101252,2023-02-22 04:00:00,Chennai,Spice Hub,,10.13,109.82,Cash,82,
ORD101253,2023-02-22 05:00:00,Kolkata,Urban Tadka,150.43,38.92,420.39,UPI,48,-231.03999999999996
ORD101254,2023-02-22 06:00:00,Mumbai,Spice Hub,816.47,13.41,316.19,UPI,45,513.69
ORD101255,2023-02-22 07:00:00,Bangalore,Pizza Corner,1529.64,13.66,423.05,Card,85,1120.2500000000002
ORD101256,2023-02-22 08:00:00,Bangalore,Pizza Corner,,56.24,495.62,Cash,14,
ORD101257,2023-02-22 09:00:00,Chennai,Tandoori Nights,910.59,63.99,451.58,Card,23,523.0
ORD101258,2023-02-22 10:00:00,Hyderabad,Spice Hub,719.29,0.17,19.93,UPI,88,699.53
ORD101259,2023-02-22 11:00:00,Delhi,Pizza Corner,1954.8,36.65,56.31,Wallet,85,1935.14
ORD101260,2023-02-22 12:00:00,Bangalore,Urban Tadka,643.8,9.31,364.82,Wallet,37,288.2899999999999
ORD101261,2023-02-22 13:00:00,Kolkata,Tandoori Nights,1335.32,32.81,239.21,Wallet,71,1128.9199999999998
ORD101262,2023-02-22 14:00:00,Bangalore,Urban Tadka,1648.65,20.97,317.86,UPI,25,1351.7600000000002
ORD101263,2023-02-22 15:00:00,Hyderabad,South Express,872.73,4.68,184.34,UPI,10,693.0699999999999
ORD101264,2023-02-22 16:00:00,Hyderabad,Spice Hub,1548.04,0.96,48.84,Card,20,1500.16
ORD101265,2023-02-22 17:00:00,Chennai,Spice Hub,749.03,9.99,341.81,Cash,42,417.21
ORD101266,2023-02-22 18:00:00,Bangalore,Spice Hub,766.57,81.37,359.54,Cash,86,488.40000000000003
ORD101267,2023-02-22 19:00:00,Kolkata,Urban Tadka,621.0,10.14,207.53,Cash,84,423.61
ORD101268,2023-02-22 20:00:00,Bangalore,South Express,1605.09,66.9,476.68,Card,12,1195.31
ORD101269,2023-02-22 21:00:00,Chennai,Tandoori Nights,811.82,19.69,302.5,Wallet,18,529.0100000000001
ORD101270,2023-02-22 22:00:00,Bangalore,Urban Tadka,702.87,58.53,435.43,Cash,23,325.96999999999997
ORD101271,2023-02-22 23:00:00,Pune,Urban Tadka,1612.72,72.76,189.52,Wallet,15,1495.96
ORD101272,2023-02-23 00:00:00,Chennai,South Express,568.71,59.23,318.39,Wallet,71,309.55000000000007
ORD101273,2023-02-23 01:00:00,Bangalore,Pizza Corner,1857.86,62.05,362.65,Card,42,1557.2599999999998
ORD101274,2023-02-23 02:00:00,Delhi,Biryani House,765.95,64.29,245.35,Wallet,63,584.89
ORD101275,2023-02-23 03:00:00,Pune,Pizza Corner,1501.77,12.78,267.26,Cash,19,1247.29
ORD101276,2023-02-23 04:00:00,Delhi,Biryani House,1316.08,38.25,468.55,UPI,72,885.78
ORD101277,2023-02-23 05:00:00,Kolkata,Tandoori Nights,293.61,31.91,68.43,UPI,70,257.09000000000003
ORD101278,2023-02-23 06:00:00,,Urban Tadka,1394.28,62.63,482.59,Cash,86,974.3200000000002
ORD101279,2023-02-23 07:00:00,Pune,Pizza Corner,1045.94,31.66,106.99,Cash,77,970.6100000000001
ORD101280,2023-02-23 08:00:00,Chennai,Pizza Corner,,6.41,290.4,UPI,56,
ORD101281,2023-02-23 09:00:00,Hyderabad,South Express,1054.96,49.35,442.78,UPI,46,661.53
ORD101282,2023-02-23 10:00:00,Delhi,Biryani House,1896.85,28.85,234.65,Wallet,68,1691.0499999999997
ORD101283,2023-02-23 11:00:00,Chennai,South Express,508.81,62.03,433.36,UPI,13,137.48000000000002
ORD101284,2023-02-23 12:00:00,Hyderabad,South Express,1037.43,36.7,145.41,Card,16,928.7200000000001
ORD101285,2023-02-23 13:00:00,Chennai,South Express,1465.96,0.2,264.87,Cash,40,1201.29
ORD101286,2023-02-23 14:00:00,Chennai,Spice Hub,1463.96,55.56,126.53,Wallet,55,1392.99
ORD101287,2023-02-23 15:00:00,Kolkata,South Express,1977.8,98.74,135.18,Wallet,11,1941.36
ORD101288,2023-02-23 16:00:00,Mumbai,Biryani House,929.88,25.21,173.78,Cash,62,781.3100000000001
ORD101289,2023-02-23 17:00:00,Delhi,Biryani House,928.15,33.53,391.81,Cash,60,569.8699999999999
ORD101290,2023-02-23 18:00:00,Hyderabad,Tandoori Nights,267.1,70.81,442.7,Wallet,54,-104.78999999999996
ORD101291,2023-02-23 19:00:00,Kolkata,Pizza Corner,933.41,77.64,154.73,UPI,20,856.3199999999999
ORD101292,2023-02-23 20:00:00,Hyderabad,Urban Tadka,394.92,0.04,51.03,Card,65,343.93000000000006
ORD101293,2023-02-23 21:00:00,Pune,Urban Tadka,656.11,3.84,135.39,Wallet,64,524.5600000000001
ORD101294,2023-02-23 22:00:00,Kolkata,Pizza Corner,1253.97,57.03,260.82,Card,36,1050.18
ORD101295,2023-02-23 23:00:00,Bangalore,Tandoori Nights,807.82,66.6,303.67,Wallet,47,570.75
ORD101296,2023-02-24 00:00:00,Hyderabad,Biryani House,858.68,72.08,370.35,Card,56,560.41
ORD101297,2023-02-24 01:00:00,Delhi,Tandoori Nights,234.29,18.05,342.5,Wallet,49,-90.16
ORD101298,2023-02-24 02:00:00,Mumbai,South Express,1909.75,33.29,123.82,Wallet,87,1819.22
ORD101299,2023-02-24 03:00:00,Chennai,South Express,878.55,10.53,479.41,Wallet,13,409.6699999999999
ORD101300,2023-02-24 04:00:00,Chennai,Biryani House,631.74,50.59,193.58,Card,83,488.75
ORD101301,2023-02-24 05:00:00,Kolkata,Biryani House,608.13,44.7,373.79,Card,26,279.04
ORD101302,2023-02-24 06:00:00,Delhi,Pizza Corner,1328.89,39.0,465.35,UPI,57,902.5400000000001
ORD101303,2023-02-24 07:00:00,Hyderabad,Tandoori Nights,157.96,74.15,416.9,Wallet,20,-184.78999999999996
ORD101304,2023-02-24 08:00:00,Mumbai,Urban Tadka,1048.19,61.94,304.43,Cash,69,805.7
ORD101305,2023-02-24 09:00:00,Kolkata,Urban Tadka,1757.47,21.65,208.36,UPI,15,1570.7600000000002
ORD101306,2023-02-24 10:00:00,Chennai,Urban Tadka,406.7,64.86,300.7,UPI,78,170.86
ORD101307,2023-02-24 11:00:00,Pune,Urban Tadka,1682.36,92.08,175.78,UPI,11,1598.6599999999999
ORD101308,2023-02-24 12:00:00,Chennai,Pizza Corner,1795.44,27.18,493.18,Wallet,48,1329.44
ORD101309,2023-02-24 13:00:00,Mumbai,Spice Hub,547.42,66.69,297.31,Card,48,316.7999999999999
ORD101310,2023-02-24 14:00:00,Pune,Urban Tadka,1681.99,43.68,422.26,Wallet,87,1303.41
ORD101311,2023-02-24 15:00:00,Mumbai,Spice Hub,491.09,84.59,306.98,UPI,82,268.69999999999993
ORD101312,2023-02-24 16:00:00,Hyderabad,Biryani House,639.19,16.9,422.74,Card,67,233.35000000000002
ORD101313,2023-02-24 17:00:00,Pune,Urban Tadka,479.82,35.16,366.32,Wallet,72,148.66000000000003
ORD101314,2023-02-24 18:00:00,Chennai,Tandoori Nights,1142.74,79.02,382.77,UPI,51,838.99
ORD101315,2023-02-24 19:00:00,Hyderabad,Biryani House,852.25,29.22,275.99,Cash,52,605.48
ORD101316,2023-02-24 20:00:00,Hyderabad,Urban Tadka,1206.82,87.38,45.5,Card,40,1248.6999999999998
ORD101317,2023-02-24 21:00:00,Chennai,Biryani House,1315.68,96.28,286.0,Card,49,1125.96
ORD101318,2023-02-24 22:00:00,Kolkata,Spice Hub,877.92,11.53,148.24,UPI,85,741.2099999999999
ORD101319,2023-02-24 23:00:00,Chennai,Tandoori Nights,958.24,84.03,392.9,Wallet,14,649.37
ORD101320,2023-02-25 00:00:00,Delhi,Urban Tadka,1973.48,74.34,305.48,UPI,82,1742.34
ORD101321,2023-02-25 01:00:00,Bangalore,South Express,,14.95,146.37,UPI,13,
ORD101322,2023-02-25 02:00:00,Hyderabad,Spice Hub,1340.8,61.59,38.41,Cash,26,1363.9799999999998
ORD101323,2023-02-25 03:00:00,Chennai,Pizza Corner,,1.21,169.92,Wallet,66,
ORD101324,2023-02-25 04:00:00,Hyderabad,Spice Hub,1515.38,40.36,54.26,UPI,83,1501.48
ORD101325,2023-02-25 05:00:00,Chennai,Urban Tadka,1313.11,67.37,267.91,Wallet,40,1112.57
ORD101326,2023-02-25 06:00:00,Chennai,Pizza Corner,1777.27,87.39,492.49,Cash,49,1372.17
ORD101327,2023-02-25 07:00:00,Chennai,South Express,1680.77,29.13,453.59,Card,40,1256.3100000000002
ORD101328,2023-02-25 08:00:00,Bangalore,South Express,,95.9,355.84,UPI,19,
ORD101329,2023-02-25 09:00:00,Pune,Urban Tadka,204.95,8.75,361.85,Wallet,28,-148.15000000000003
ORD101330,2023-02-25 10:00:00,Hyderabad,Spice Hub,1772.14,35.49,286.49,Wallet,32,1521.14
ORD101331,2023-02-25 11:00:00,Delhi,Biryani House,196.82,37.51,187.97,Wallet,25,46.359999999999985
ORD101332,2023-02-25 12:00:00,Chennai,South Express,1969.7,60.63,40.47,Wallet,14,1989.8600000000001
ORD101333,2023-02-25 13:00:00,Bangalore,South Express,1097.02,46.94,27.83,Card,47,1116.13
ORD101334,2023-02-25 14:00:00,Pune,Biryani House,944.69,86.32,395.45,Wallet,52,635.56
ORD101335,2023-02-25 15:00:00,Bangalore,Biryani House,1511.77,59.26,253.83,UPI,16,1317.2
ORD101336,2023-02-25 16:00:00,Chennai,South Express,626.79,22.95,381.97,Cash,32,267.77
ORD101337,2023-02-25 17:00:00,Mumbai,Spice Hub,734.3,42.0,240.92,UPI,49,535.38
ORD101338,2023-02-25 18:00:00,Pune,Pizza Corner,1594.4,28.5,446.56,Cash,26,1176.3400000000001
ORD101339,2023-02-25 19:00:00,Hyderabad,Spice Hub,1530.03,84.21,427.46,UPI,55,1186.78
ORD101340,2023-02-25 20:00:00,Delhi,South Express,532.47,65.75,277.2,Card,27,321.02000000000004
ORD101341,2023-02-25 21:00:00,Pune,Tandoori Nights,200.73,48.5,303.87,Card,10,-54.640000000000015
ORD101342,2023-02-25 22:00:00,Bangalore,Spice Hub,1137.74,93.25,33.81,Wallet,53,1197.18
ORD101343,2023-02-25 23:00:00,Mumbai,Pizza Corner,668.46,35.06,148.37,Wallet,24,555.15
ORD101344,2023-02-26 00:00:00,Bangalore,Pizza Corner,823.63,76.79,381.51,Card,28,518.91
ORD101345,2023-02-26 01:00:00,Mumbai,Biryani House,1649.08,25.6,377.63,Cash,40,1297.0499999999997
ORD101346,2023-02-26 02:00:00,Delhi,Pizza Corner,111.15,90.5,83.09,UPI,17,118.56
ORD101347,2023-02-26 03:00:00,Bangalore,Biryani House,1128.4,30.12,188.62,Wallet,20,969.9
ORD101348,2023-02-26 04:00:00,Mumbai,Tandoori Nights,982.74,57.85,277.64,Card,25,762.9499999999999
ORD101349,2023-02-26 05:00:00,Bangalore,Tandoori Nights,172.55,21.55,326.8,UPI,78,-132.7
ORD101350,2023-02-26 06:00:00,Chennai,South Express,1841.65,33.41,196.99,Cash,51,1678.0700000000002
ORD101351,2023-02-26 07:00:00,Pune,Pizza Corner,1666.39,5.96,288.26,UPI,67,1384.0900000000001
ORD101352,2023-02-26 08:00:00,Delhi,South Express,1897.23,13.13,337.37,Card,64,1572.9900000000002
ORD101353,2023-02-26 09:00:00,Pune,Tandoori Nights,349.61,86.61,176.6,Cash,10,259.62
ORD101354,2023-02-26 10:00:00,Kolkata,South Express,1715.07,35.26,241.4,Wallet,15,1508.9299999999998
ORD101355,2023-02-26 11:00:00,Chennai,Urban Tadka,697.47,22.59,228.71,Cash,30,491.35
ORD101356,2023-02-26 12:00:00,Kolkata,South Express,642.64,27.93,193.9,Card,23,476.66999999999996
ORD101357,2023-02-26 13:00:00,,Biryani House,1657.57,3.44,39.26,UPI,28,1621.75
ORD101358,2023-02-26 14:00:00,Hyderabad,Tandoori Nights,269.34,43.62,55.65,Card,68,257.31
ORD101359,2023-02-26 15:00:00,Delhi,Biryani House,1175.43,57.51,295.08,Wallet,60,937.8600000000001
ORD101360,2023-02-26 16:00:00,Bangalore,Pizza Corner,768.19,30.97,141.53,UPI,80,657.6300000000001
ORD101361,2023-02-26 17:00:00,Bangalore,Urban Tadka,1786.29,23.27,32.8,Card,78,1776.76
ORD101362,2023-02-26 18:00:00,Pune,South Express,1711.98,65.25,273.18,Cash,86,1504.05
ORD101363,2023-02-26 19:00:00,Chennai,South Express,250.7,36.76,474.34,UPI,33,-186.88
ORD101364,2023-02-26 20:00:00,Bangalore,Urban Tadka,1680.12,77.86,391.01,UPI,62,1366.9699999999998
ORD101365,2023-02-26 21:00:00,Bangalore,Biryani House,1309.89,56.73,120.35,UPI,37,1246.2700000000002
ORD101366,2023-02-26 22:00:00,Mumbai,South Express,1167.79,84.27,301.51,Card,88,950.55
ORD101367,2023-02-26 23:00:00,Kolkata,South Express,393.88,24.59,349.41,UPI,33,69.05999999999995
ORD101368,2023-02-27 00:00:00,Kolkata,Urban Tadka,425.76,15.38,432.12,UPI,57,9.019999999999982
ORD101369,2023-02-27 01:00:00,Delhi,South Express,1007.81,92.65,448.81,Cash,45,651.6500000000001
ORD101370,2023-02-27 02:00:00,Bangalore,Pizza Corner,119.77,16.18,20.57,UPI,62,115.38
ORD101371,2023-02-27 03:00:00,Chennai,Pizza Corner,1080.65,71.8,174.57,UPI,44,977.8800000000001
ORD101372,2023-02-27 04:00:00,Kolkata,Pizza Corner,900.77,42.35,170.43,Cash,88,772.69
ORD101373,2023-02-27 05:00:00,Bangalore,Pizza Corner,1138.3,66.61,104.79,UPI,29,1100.12
ORD101374,2023-02-27 06:00:00,Pune,Tandoori Nights,229.7,28.19,376.37,Cash,13,-118.48000000000002
ORD101375,2023-02-27 07:00:00,Hyderabad,South Express,864.67,67.21,388.39,Card,32,543.49
ORD101376,2023-02-27 08:00:00,Kolkata,South Express,735.32,59.25,301.67,UPI,46,492.90000000000003
ORD101377,2023-02-27 09:00:00,Mumbai,Pizza Corner,289.94,53.45,50.32,Card,49,293.07
ORD101378,2023-02-27 10:00:00,Pune,Biryani House,1064.61,53.4,439.13,Cash,33,678.88
ORD101379,2023-02-27 11:00:00,Bangalore,Spice Hub,1746.05,96.83,290.72,Cash,66,1552.1599999999999
ORD101380,2023-02-27 12:00:00,Pune,Biryani House,123.5,25.83,116.39,Cash,57,32.93999999999998
ORD101381,2023-02-27 13:00:00,Chennai,South Express,1421.85,38.69,153.07,UPI,75,1307.47
ORD101382,2023-02-27 14:00:00,Kolkata,Tandoori Nights,1987.7,53.62,128.1,Wallet,29,1913.22
ORD101383,2023-02-27 15:00:00,Kolkata,Pizza Corner,426.37,22.13,365.93,Wallet,73,82.57
ORD101384,2023-02-27 16:00:00,Bangalore,Urban Tadka,1118.08,53.93,432.19,Cash,52,739.8199999999999
ORD101385,2023-02-27 17:00:00,Hyderabad,Biryani House,1371.12,57.03,263.59,UPI,70,1164.56
ORD101386,2023-02-27 18:00:00,Chennai,Pizza Corner,499.3,37.77,372.42,Card,13,164.65000000000003
ORD101387,2023-02-27 19:00:00,Mumbai,Urban Tadka,1002.88,81.14,95.98,Wallet,59,988.04
ORD101388,2023-02-27 20:00:00,Kolkata,Biryani House,137.85,79.51,146.62,Card,24,70.74000000000001
ORD101389,2023-02-27 21:00:00,Kolkata,South Express,1942.8,83.78,236.19,Cash,60,1790.3899999999999
ORD101390,2023-02-27 22:00:00,Bangalore,Spice Hub,337.45,65.96,267.13,UPI,53,136.27999999999997
ORD101391,2023-02-27 23:00:00,Delhi,Spice Hub,408.13,36.26,101.95,Wallet,48,342.44
ORD101392,2023-02-28 00:00:00,Hyderabad,Tandoori Nights,1752.45,87.24,251.55,Card,47,1588.14
ORD101393,2023-02-28 01:00:00,Bangalore,Tandoori Nights,431.19,97.9,332.08,Cash,70,197.01000000000005
ORD101394,2023-02-28 02:00:00,Mumbai,Urban Tadka,1891.65,78.61,301.03,UPI,82,1669.23
ORD101395,2023-02-28 03:00:00,Delhi,Tandoori Nights,107.21,12.83,26.06,Cash,49,93.97999999999999
ORD101396,2023-02-28 04:00:00,Delhi,Biryani House,1694.86,54.03,93.21,Cash,51,1655.6799999999998
ORD101397,2023-02-28 05:00:00,Delhi,Pizza Corner,1898.16,56.98,157.31,Cash,35,1797.8300000000002
ORD101398,2023-02-28 06:00:00,Chennai,Spice Hub,1738.24,43.43,394.29,Card,51,1387.38
ORD101399,2023-02-28 07:00:00,Pune,Tandoori Nights,1204.01,15.97,91.38,UPI,13,1128.6
ORD101400,2023-02-28 08:00:00,Chennai,Spice Hub,198.83,88.15,174.23,Wallet,10,112.75000000000003
ORD101401,2023-02-28 09:00:00,Bangalore,Tandoori Nights,523.87,17.15,411.16,UPI,87,129.85999999999996
ORD101402,2023-02-28 10:00:00,Pune,South Express,413.77,43.23,28.9,Cash,43,428.1
ORD101403,2023-02-28 11:00:00,Delhi,Biryani House,1678.58,60.36,27.96,Wallet,29,1710.9799999999998
ORD101404,2023-02-28 12:00:00,Kolkata,Biryani House,930.39,56.03,462.55,Wallet,69,523.8699999999999
ORD101405,2023-02-28 13:00:00,Kolkata,Urban Tadka,331.93,26.4,378.74,Wallet,53,-20.410000000000025
ORD101406,2023-02-28 14:00:00,Bangalore,Spice Hub,1222.77,20.57,247.92,Cash,19,995.42
ORD101407,2023-02-28 15:00:00,Mumbai,Urban Tadka,1365.36,95.53,122.0,Wallet,83,1338.8899999999999
ORD101408,2023-02-28 16:00:00,Pune,Tandoori Nights,941.7,84.44,235.26,Card,17,790.8800000000001
ORD101409,2023-02-28 17:00:00,Bangalore,Tandoori Nights,101.79,43.34,266.48,UPI,50,-121.35000000000002
ORD101410,2023-02-28 18:00:00,Kolkata,Pizza Corner,799.8,99.22,333.36,Card,23,565.66
ORD101411,2023-02-28 19:00:00,Pune,Tandoori Nights,,39.21,347.06,UPI,42,
ORD101412,2023-02-28 20:00:00,Hyderabad,Pizza Corner,820.96,64.54,247.88,Cash,13,637.62
ORD101413,2023-02-28 21:00:00,Bangalore,Biryani House,479.5,74.58,398.15,Cash,44,155.93000000000006
ORD101414,2023-02-28 22:00:00,Bangalore,Urban Tadka,751.14,35.23,15.94,Card,28,770.43
ORD101415,2023-02-28 23:00:00,Delhi,Biryani House,1912.52,2.4,81.27,Wallet,10,1833.65
ORD101416,2023-03-01 00:00:00,Delhi,Pizza Corner,338.45,58.96,422.22,Cash,18,-24.81000000000006
ORD101417,2023-03-01 01:00:00,Mumbai,Urban Tadka,1655.47,98.79,465.2,Wallet,11,1289.06
ORD101418,2023-03-01 02:00:00,Chennai,Pizza Corner,519.27,29.74,405.44,UPI,76,143.57
ORD101419,2023-03-01 03:00:00,Hyderabad,South Express,1160.81,59.39,318.81,UPI,15,901.3900000000001
ORD101420,2023-03-01 04:00:00,Hyderabad,Pizza Corner,1745.48,36.08,90.54,UPI,40,1691.02
ORD101421,2023-03-01 05:00:00,Mumbai,Urban Tadka,372.55,18.62,52.68,Wallet,42,338.49
ORD101422,2023-03-01 06:00:00,,Urban Tadka,141.39,99.85,234.41,Wallet,49,6.829999999999984
ORD101423,2023-03-01 07:00:00,Pune,Spice Hub,391.62,46.08,299.62,Card,86,138.07999999999998
ORD101424,2023-03-01 08:00:00,Bangalore,Spice Hub,606.64,34.59,168.03,UPI,33,473.20000000000005
ORD101425,2023-03-01 09:00:00,Hyderabad,Urban Tadka,1981.88,50.03,220.22,UPI,65,1811.69
ORD101426,2023-03-01 10:00:00,Kolkata,South Express,157.79,86.39,181.13,Wallet,75,63.05000000000001
ORD101427,2023-03-01 11:00:00,Bangalore,Spice Hub,1242.6,82.24,485.18,Cash,29,839.6599999999999
ORD101428,2023-03-01 12:00:00,Chennai,South Express,417.85,49.76,484.8,Wallet,58,-17.189999999999998
ORD101429,2023-03-01 13:00:00,Chennai,South Express,420.82,26.99,186.94,Cash,21,260.87
ORD101430,2023-03-01 14:00:00,Hyderabad,South Express,136.89,81.59,422.25,Wallet,71,-203.77
ORD101431,2023-03-01 15:00:00,Kolkata,Tandoori Nights,943.16,96.89,171.5,Cash,11,868.55
ORD101432,2023-03-01 16:00:00,Bangalore,South Express,,11.43,136.92,Cash,86,
ORD101433,2023-03-01 17:00:00,Pune,South Express,1396.84,53.08,257.06,Wallet,42,1192.86
ORD101434,2023-03-01 18:00:00,Kolkata,Pizza Corner,476.54,83.97,202.47,UPI,11,358.03999999999996
ORD101435,2023-03-01 19:00:00,Pune,South Express,425.47,42.12,396.22,Cash,29,71.37
ORD101436,2023-03-01 20:00:00,Pune,Tandoori Nights,714.67,14.59,430.1,UPI,77,299.15999999999997
ORD101437,2023-03-01 21:00:00,,South Express,1099.2,75.74,36.67,UPI,45,1138.27
ORD101438,2023-03-01 22:00:00,Pune,Pizza Corner,1998.16,16.68,428.6,Cash,40,1586.2400000000002
ORD101439,2023-03-01 23:00:00,Hyderabad,Urban Tadka,1151.91,25.07,22.19,Card,28,1154.79
ORD101440,2023-03-02 00:00:00,Delhi,Urban Tadka,1745.17,52.66,87.67,Card,45,1710.16
ORD101441,2023-03-02 01:00:00,Chennai,Pizza Corner,1724.42,69.85,374.94,Card,55,1419.33
ORD101442,2023-03-02 02:00:00,Hyderabad,South Express,1249.54,44.36,395.07,Cash,35,898.8299999999999
ORD101443,2023-03-02 03:00:00,Pune,South Express,854.28,15.54,235.29,Cash,36,634.53
ORD101444,2023-03-02 04:00:00,Kolkata,Urban Tadka,1522.24,10.67,221.78,Card,64,1311.13
ORD101445,2023-03-02 05:00:00,Delhi,Spice Hub,941.07,54.62,205.66,UPI,52,790.0300000000001
ORD101446,2023-03-02 06:00:00,Bangalore,South Express,668.29,81.58,189.02,Wallet,43,560.85
ORD101447,2023-03-02 07:00:00,Bangalore,Urban Tadka,647.45,80.88,472.82,Wallet,52,255.51000000000005
ORD101448,2023-03-02 08:00:00,Mumbai,South Express,1914.45,21.94,299.15,UPI,18,1637.2400000000002
ORD101449,2023-03-02 09:00:00,Mumbai,Tandoori Nights,321.47,65.05,58.67,Cash,16,327.85
ORD101450,2023-03-02 10:00:00,Chennai,Pizza Corner,1075.3,58.33,94.7,UPI,79,1038.9299999999998
ORD101451,2023-03-02 11:00:00,Hyderabad,Spice Hub,888.49,2.85,21.27,UPI,73,870.07
ORD101452,2023-03-02 12:00:00,Bangalore,South Express,1589.55,41.35,197.8,Wallet,26,1433.1
ORD101453,2023-03-02 13:00:00,Kolkata,Pizza Corner,1465.79,44.91,61.47,Wallet,77,1449.23
ORD101454,2023-03-02 14:00:00,Mumbai,Spice Hub,657.09,75.69,191.7,Card,70,541.0799999999999
ORD101455,2023-03-02 15:00:00,Mumbai,Pizza Corner,1016.54,27.03,105.79,Cash,70,937.78
ORD101456,2023-03-02 16:00:00,Delhi,Tandoori Nights,1601.75,44.44,402.65,Cash,22,1243.54
ORD101457,2023-03-02 17:00:00,Hyderabad,South Express,221.1,3.84,479.16,Wallet,72,-254.22000000000003
ORD101458,2023-03-02 18:00:00,Mumbai,South Express,1512.46,48.67,355.95,Card,12,1205.18
ORD101459,2023-03-02 19:00:00,Pune,Biryani House,846.66,14.96,461.34,Card,35,400.28000000000003
ORD101460,2023-03-02 20:00:00,Hyderabad,Pizza Corner,1510.55,88.97,9.97,Cash,84,1589.55
ORD101461,2023-03-02 21:00:00,Kolkata,Urban Tadka,432.3,94.88,389.78,Cash,13,137.4000000000001
ORD101462,2023-03-02 22:00:00,Kolkata,Urban Tadka,1647.84,83.03,93.02,Cash,76,1637.85
ORD101463,2023-03-02 23:00:00,Hyderabad,Biryani House,1066.43,80.84,349.21,Cash,80,798.06
ORD101464,2023-03-03 00:00:00,Mumbai,South Express,1841.03,4.68,370.46,Cash,35,1475.25
ORD101465,2023-03-03 01:00:00,Hyderabad,Spice Hub,937.2,44.31,426.95,Card,75,554.56
ORD101466,2023-03-03 02:00:00,Hyderabad,South Express,128.98,50.16,95.29,UPI,65,83.84999999999998
ORD101467,2023-03-03 03:00:00,Delhi,Urban Tadka,1822.85,3.88,264.79,Wallet,43,1561.94
ORD101468,2023-03-03 04:00:00,Bangalore,South Express,274.89,43.66,419.83,Card,24,-101.28000000000003
ORD101469,2023-03-03 05:00:00,Chennai,Biryani House,1504.3,82.01,456.9,Card,27,1129.4099999999999
ORD101470,2023-03-03 06:00:00,Kolkata,Biryani House,646.75,30.01,410.32,UPI,70,266.44
ORD101471,2023-03-03 07:00:00,Pune,Tandoori Nights,1170.51,25.33,16.34,Wallet,37,1179.5
ORD101472,2023-03-03 08:00:00,Mumbai,Biryani House,726.55,56.23,184.61,UPI,33,598.17
ORD101473,2023-03-03 09:00:00,Delhi,Tandoori Nights,227.48,64.89,4.72,Card,72,287.65
ORD101474,2023-03-03 10:00:00,Pune,Pizza Corner,192.98,58.41,407.38,Cash,61,-155.99
